label,text,is_valid
account_blocked,what would cause my bank account to be frozen,FALSE
account_blocked,do you know why i can't log into my bank account,FALSE
account_blocked,why can't i get into my account,FALSE
account_blocked,did i do something to get my bank account frozen,FALSE
account_blocked,was my bank account frozen for a specific reason,FALSE
account_blocked,why are the funds in my bank account frozen,FALSE
account_blocked,what would cause me to be locked out of my bank account,FALSE
account_blocked,why am i unable to access my bank account,FALSE
account_blocked,why is my bank account frozen,FALSE
account_blocked,why would i have been locked out of my own account,FALSE
account_blocked,can you explain to me why my bank account might be frozen,FALSE
account_blocked,i am very confused about why or how my bank would lock me out of my account,FALSE
account_blocked,why would the bank have frozen my account,FALSE
account_blocked,do you know why the bank put a hold on my joint checking account,FALSE
account_blocked,i don't understand why there is a hold on my retirement fund account,FALSE
account_blocked,can you explain why there is a hold on my savings account,FALSE
account_blocked,what's the deal with my bank account being locked,FALSE
account_blocked,what reason could the bank have had for blocking my account,FALSE
account_blocked,why would a hold have been placed on my checking account,FALSE
account_blocked,why on earth would a block have been placed on my account,FALSE
account_blocked,i'm confused about the reason for my bank account being frozen,FALSE
account_blocked,i don't understand why i have been barred from accessing my own account,FALSE
account_blocked,i don't understand why my bank account is frozen right now,FALSE
account_blocked,how come i am being denied access to my bank account,FALSE
account_blocked,do you know why my account appears to be blocked,FALSE
account_blocked,i am confused because my account seems to have been blocked for no reason,FALSE
account_blocked,i am very confused about the block that seems to have been placed on my account why is it there,FALSE
account_blocked,how is it possible that my account has been frozen,FALSE
account_blocked,how come a hold was placed on my 401k account,FALSE
account_blocked,"could you please tell me, my wells fargo account, is there a hold and why",FALSE
account_blocked,"i am unable to complete my order, why could there be a hold on my wells fargo account",FALSE
account_blocked,"was a hold placed on my wells fargo account, and if so why",FALSE
account_blocked,"in regards to my wells fargo account, why is there a hold",FALSE
account_blocked,why was a hold placed on my wells fargo account,FALSE
account_blocked,call my bank customer service number,FALSE
account_blocked,why is my account locked,FALSE
account_blocked,what's with the block on my bank account,FALSE
account_blocked,why did my bank account freeze,FALSE
account_blocked,why'd they put a freeze on my bank account,FALSE
account_blocked,why is my bank account blocking me,FALSE
account_blocked,why can't i access my bank account,FALSE
account_blocked,i think my account is blocked,FALSE
account_blocked,for what reason is my account blocked,FALSE
account_blocked,can you tell me why there's a hold on my mutualone account,FALSE
account_blocked,why don't i have access to my bank account,FALSE
account_blocked,why isn't it letting me into my bank account,FALSE
account_blocked,my capital one account has a hold; why,FALSE
account_blocked,why does my visa account have a hold on it,FALSE
account_blocked,why am i seeing a hold on my charles schwab account,FALSE
account_blocked,tell me about the hold on my chase account,FALSE
account_blocked,can you tell me why my bank account is frozen,FALSE
account_blocked,do you know why my account is blocked,FALSE
account_blocked,"help, my account is blocked",FALSE
account_blocked,"help me please, my account is blocked",FALSE
account_blocked,help me unblock my account,FALSE
account_blocked,"my account is blocked, help me figure out why",FALSE
account_blocked,my account looks to be blocked and i have no idea why,FALSE
account_blocked,it seems that my account is blocked and i'm not sure why,FALSE
account_blocked,my account appears to be blocked and i don't know why,FALSE
account_blocked,it looks like my account is blocked but i have no clue why,FALSE
account_blocked,my account appears to be blocked but i have no idea why that could be,FALSE
account_blocked,why did you freeze my bank account,FALSE
account_blocked,how did my bank account is frozen,FALSE
account_blocked,can anyone let me know the reason behind my frozen bank account,FALSE
account_blocked,what are the possible reasons behind frozen bank account,FALSE
account_blocked,need help with frozen bank account,FALSE
account_blocked,great western bank's login screen tells me i'm locked out but not why,FALSE
account_blocked,i get an error message when i try logging in to capital one that says i'm locked out,FALSE
account_blocked,can you check and see if my account's blocked,FALSE
account_blocked,why can't i log into my bank account,FALSE
account_blocked,tell me why i get an error logging in to my bank account,FALSE
account_blocked,i'd like to know if my account's blocked and the reason if so,FALSE
account_blocked,can you confirm my account's blocked and tell me why,FALSE
account_blocked,do you have any idea why my account may be blocked,FALSE
account_blocked,find out why i can't log in to my bank of america account,FALSE
account_blocked,please tell me the reason for the hold on my bb&t account,FALSE
account_blocked,why is my bank account locked,FALSE
account_blocked,how do i unlock my bank account,FALSE
account_blocked,can you unlock my bank account,FALSE
account_blocked,how did my bank account get frozen,FALSE
account_blocked,can you help me unlock my bank account,FALSE
account_blocked,call my bank and ask them why my account is frozen,FALSE
account_blocked,check with my bank to see why my account is frozen,FALSE
account_blocked,do you know why my bank account is frozen,FALSE
account_blocked,why did my bank place a hold on my bank account,FALSE
account_blocked,are there any problems with my bank account,FALSE
account_blocked,did someone who is unauthorized try to get into my bank account,FALSE
account_blocked,how can i unfreeze my bank account,FALSE
account_blocked,why is there a stop on my deposit account,FALSE
account_blocked,why can't i use my money market account,FALSE
account_blocked,why is there a delay on my checking account,FALSE
account_blocked,why is my checking account not working,FALSE
account_blocked,what could cause a hold on my savings account,FALSE
account_blocked,what caused a hold on my us bank account,FALSE
account_blocked,can you check and see why us bank put a hold on my account,FALSE
account_blocked,why does us bank have a hold on my account,FALSE
account_blocked,reasons that us bank would place a hold on my account,FALSE
account_blocked,check to see why us bank placed a hold on my account,FALSE
account_blocked,"is there a problem with my account, it appears to be blocked",FALSE
account_blocked,"what is up with my account, why is it blocked",FALSE
account_blocked,there seems to be an issue with my account,FALSE
application_status,when will my application for my credit card be processed,TRUE
application_status,has the discover card approved my app,TRUE
application_status,do you know if my amex card app went through,TRUE
application_status,have they looked over my app for the new credit card yet,TRUE
application_status,has my application for the mastercard card gone through,TRUE
application_status,have my app for a new card been processed yet,TRUE
application_status,has the application i put in for a new visa been processed,TRUE
application_status,has there been any notice that my card app has been looked at,TRUE
application_status,has visa gotten back to me regarding my card app,TRUE
application_status,see if my form submission for an american express card has been seen,TRUE
application_status,do you know if anyone's even looked at the application i sent in for the new visa card,TRUE
application_status,has anyone looked at my mastercard application,TRUE
application_status,have i gotten confirmation for my credit card app,TRUE
application_status,can you check if my application for a discovery card has been looked over yet,TRUE
application_status,is there any indication my application for a new credit card has been processed,TRUE
application_status,"i put in a credit card application, so what is the status with it currently",TRUE
application_status,did my visa card app go through yet,TRUE
application_status,did my chase card application go through yet,TRUE
application_status,do you know the status of the credit card application i filed,TRUE
application_status,has the application for my visa been processed,TRUE
application_status,i filed a credit card application so what is going on with it,TRUE
application_status,did my american express card application go through yet,TRUE
application_status,what is the status of the application for a credit card i put in,TRUE
application_status,has the application for my american express been processed yet,TRUE
application_status,my credit card application has what status,TRUE
application_status,where can i go to see if my credit card application has been processed,TRUE
application_status,will i be notified when my application has been processed,TRUE
application_status,what is the status of my credit card application,TRUE
application_status,how will i know when my application for a credit card has been processed,TRUE
application_status,where can i find out the status of my credit card application,TRUE
application_status,"tell me if my application has been processed yet, i signed up for a credit card recently",FALSE
application_status,can you check and see if my credit card application has been approved or not,FALSE
application_status,has my application for a trust bank credit card been mailed out and if so was i approved or not,FALSE
application_status,could you check and see if my credit card application has been processed and approved or not,FALSE
application_status,i want to know if my application for a credit card at community bank has been approved or not,FALSE
application_status,can you find out if my application at smith bank was approved or not  i applied for s credit card a month ago,FALSE
application_status,can you tell me if my application for a credit card has been processed yet it was at chase bank,FALSE
application_status,was my application approved or not for a credit card at chase bank,FALSE
application_status,i want an update on my application for a credit card that i sent in a couple weeks ago,FALSE
application_status,i haven't heard if my application for a credit card has been accepted or not can you check on it for me,FALSE
application_status,please look into the latest status of my credit card application,FALSE
application_status,can you update me on the status of my american express card application,FALSE
application_status,"can you find out the latest on my credit card application, i haven't heard an update in some time",FALSE
application_status,find out for me if my amex card application was received,FALSE
application_status,can you check the status of my credit card application,FALSE
application_status,how can i track the progress of my credit card application,FALSE
application_status,"has my credit card application been received, or what is its current status",FALSE
application_status,i need to know what the latest is with my application for a visa credit card,FALSE
application_status,please check the status of my mastercard application,FALSE
application_status,do you know what the latest is with my credit card application,FALSE
application_status,i would like an update on the progress of my credit card application,FALSE
application_status,update me on the status of my credit card application,FALSE
application_status,please get me an update on the status of my credit card application,FALSE
application_status,has there been any changes in the status of my credit card application,FALSE
application_status,please find out the current status of my credit card application,FALSE
application_status,i want to be updated on the most recent status of my credit card application,FALSE
application_status,tell me the present status of the credit card application i submitted,FALSE
application_status,look into the status of the credit card application i submitted recently for my new card,FALSE
application_status,look to see if my application for the barclay's card has gone through yet,FALSE
application_status,i want to know if my credit card application has been processed yet,FALSE
application_status,i need to know if the application been processed,FALSE
application_status,tell me straight if it has been processed or not,FALSE
application_status,can you tell me when my credit card application will be processed,FALSE
application_status,how much longer until my credit card application is checked,FALSE
application_status,when will my credit card app be approved,FALSE
application_status,has my credit card application gone through,FALSE
application_status,check on my credit card application,FALSE
application_status,do i have any updates about my credit card application,FALSE
application_status,has my credit card application been processed,FALSE
application_status,have i received any messages about my credit card application,FALSE
application_status,when can i hear the decision on my credit card application,FALSE
application_status,my credit card application status,FALSE
application_status,"i applied for the credit card, have you processed my application",FALSE
application_status,how long to process my credit card application,FALSE
application_status,how is my application on new credit card going,FALSE
application_status,what is the status of my new credit card application,FALSE
application_status,is my application processed for credit card,FALSE
application_status,help with credit card application status,FALSE
application_status,is my credit card application approved,FALSE
application_status,what is the status of my application for the credit card,FALSE
application_status,has my credit card application been processed yet,FALSE
application_status,what's the current status of the credit card i applied for,FALSE
application_status,in what status is my credit card application,FALSE
application_status,did the application i put in for a mastercard go through yet,FALSE
application_status,has my application for a new credit card been processed,FALSE
application_status,has my amex application gone through yet,FALSE
application_status,i applied for a visa card; did that go through,FALSE
application_status,what status is my card application in,FALSE
application_status,did they process the credit card i applied for,FALSE
application_status,i applied for a new credit card; did it process yet,FALSE
application_status,did discover get my card application yet,FALSE
application_status,tell me about my american express application; did it go through,FALSE
application_status,tell me a little more about the status of my credit card application,FALSE
application_status,tell me the status of my credit card application,FALSE
application_status,is the processing done on my new credit card,FALSE
application_status,i'm desperate to know about my cc processing,FALSE
application_status,have you heard anything back on my cc application,FALSE
application_status,is it likely my credit card application has processed yet,FALSE
application_status,has my credit card application been approved,FALSE
application_status,when will my cc application process,FALSE
application_status,what is the present status of my credit card application,FALSE
application_status,what is the current status of my credit card application,FALSE
application_status,in what status is my credit card application currently in,FALSE
application_status,how far along is my credit card application,FALSE
application_status,what is the status of my credit card application looking like,FALSE
application_status,pull up my credit card application's current status,FALSE
application_status,has my credit card application processed yet,FALSE
application_status,check the status of my credit card application please,FALSE
application_status,has my card application successfully gone through,FALSE
application_status,go to the credit card site and check if my application has gone through,FALSE
application_status,has my credit card application been approved yet,FALSE
application_status,can you check on the status of my credit card application,FALSE
application_status,i would like to know if my visa card application has been approved,FALSE
application_status,can you let me know if my visa card has been approved,FALSE
application_status,at what point will the review of my credit card application be completed,FALSE
application_status,can you check if my mastercard application has been reviewed yet,FALSE
application_status,has my visa card application been approved yet,FALSE
application_status,please let me know how my credit card application is going,FALSE
application_status,when will my credit card application be reviewed,FALSE
application_status,please let me know if my discover card application has been approved,FALSE
application_status,how is the status of my credit card application coming along,FALSE
application_status,what exactly is the status of my application for the credit card,FALSE
application_status,i need to know the status of my credit card application,FALSE
application_status,i would like to know the status of my credit card application,FALSE
application_status,let me know if my application for american saving bank,FALSE
application_status,check the status of my credit card application for me,FALSE
application_status,i want to know if my credit card application has been processed,FALSE
application_status,i want to know the status of my credit card application,FALSE
application_status,can you check if my credit card application has been processed,FALSE
application_status,i want to know how is my credit card application going,FALSE
application_status,can you let me know the status of my discover credit card application status,FALSE
application_status,can you tell me the status of my credit card application,FALSE
application_status,has my application for american express gone through yet,FALSE
application_status,let me know about the status of my credit card application,FALSE
application_status,can you please tell me about the status of my credit card application,FALSE
application_status,can you please let me know the status of my capital one application,FALSE
application_status,let me know the credit card application status,FALSE
application_status,has my application for discover card gone through yet,FALSE
application_status,can you tell me the credit card application status,FALSE
application_status,has my application for the hsbc card been approved yet,FALSE
application_status,please tell me if my application for the hsbc card has gone through yet,FALSE
application_status,how far has my application for the hsbc card gone till now,FALSE
application_status,what's the status on my application for the hsbc credit card,FALSE
application_status,how far has my application for the hsbc card proceeded till now,FALSE
application_status,did the application for my visa card finish,FALSE
apr,is the apr on my credit card good,TRUE
apr,how good is the apr on my credit card,TRUE
apr,do i have a good apr on my credit card,TRUE
apr,does my credit card apr fall into a good range,TRUE
apr,tell me how the apr on my hy-vee card is,TRUE
apr,what's my apr on my discovery card,TRUE
apr,what's an example of a good apr and what do i have,TRUE
apr,how much is my apr on my bank of america card,TRUE
apr,is my visa card's apr decent,TRUE
apr,how good is the apr on my mastercard compared to others,TRUE
apr,is the apr rate on my amex pretty good,TRUE
apr,can you inform me what my apr is on my visa,TRUE
apr,how high is the apr on my mastercard,TRUE
apr,how much is my amex's apr,TRUE
apr,what's the current apr for my mastercard,TRUE
apr,how much do i pay in apr on my amex card,TRUE
apr,what is the apr on my master card,TRUE
apr,what is the apr on my visa card,TRUE
apr,what is the apr on my discover card,TRUE
apr,what is the apr on my chase freedom card,TRUE
apr,what is the apr on my american express card,TRUE
apr,what is the credit card apr exactly,TRUE
apr,what is the credit card apr at the moment,TRUE
apr,what is the credit card apr if you could fill me in,TRUE
apr,what is the credit card apr please,TRUE
apr,what is the credit card apr if you could tell me,TRUE
apr,could you tell me what is the apr for the credit card,TRUE
apr,could you please state the apr for the credit card,TRUE
apr,what is the credit card's apr,TRUE
apr,what is the apr for the credit card,TRUE
apr,could you please tell me the apr for the credit card,FALSE
apr,what is the apr rate on my bank of america card,FALSE
apr,"i need to know on my citibank card, what is the apr",FALSE
apr,i need to know the apr on my credit union visa,FALSE
apr,"on my bank of america visa, what is the apr",FALSE
apr,what is the apr on my aaa visa card,FALSE
apr,review of my card apr,FALSE
apr,how good is card apr,FALSE
apr,can you give me an appraisal of my card's apr,FALSE
apr,tell me the apr on my mastercard,FALSE
apr,give me the apr for my mastercard,FALSE
apr,fill me in on the apr for my american express card,FALSE
apr,would you say that my card's apr is,FALSE
apr,give me information about my card's apr,FALSE
apr,what is the apr on my barclay's card,FALSE
apr,i need to know the apr for my visa card,FALSE
apr,can you look into whether my card has good apr or not,FALSE
apr,tell me how good the apr is on my card please,FALSE
apr,i must know my visa card's apr,FALSE
apr,i need the apr on my visa card,FALSE
apr,get me the apr on my visa card,FALSE
apr,the apr on my visa card is what,FALSE
apr,can you tell me the apr on my visa card,FALSE
apr,my visa card  what's the apr on that,FALSE
apr,"the apr on my disney visa, what is that exactly",FALSE
apr,i'd like to know the apr on my visa card,FALSE
apr,"hey siri, tell me the apr on my disney visa",FALSE
apr,"check the apr on my disney visa, please",FALSE
apr,how much is the apr these days on my nordstrom credit card,FALSE
apr,"on my wells fargo mastercard, what is the current apr",FALSE
apr,tell me the current apr on my visa card from bbt,FALSE
apr,what is the apr on my chase visa,FALSE
apr,what will the apr on my transferred balance be after the first year on my bank of america credit card,FALSE
apr,what's my apr on the credit card i used for a purchase a week ago,FALSE
apr,what's my apr on the card i recently used to make a purchase,FALSE
apr,what's my apr on my primary credit card,FALSE
apr,what's my apr on this card,FALSE
apr,what's the apr like for my credit card,FALSE
apr,this credit card's apr is what,FALSE
apr,what apr do i have with my credit card,FALSE
apr,what apr does this credit card have,FALSE
apr,what is the apr to my credit card,FALSE
apr,i want you to tell me my credit card's apr,FALSE
apr,tell me what my credit card's apr is,FALSE
apr,would you please inform me about my credit card's apr,FALSE
apr,do you know my credit card's apr,FALSE
apr,it would be great if you could tell me my credit card's apr,FALSE
apr,what is my credit card's annual percentage rate,FALSE
apr,tell me my credit card's annual percentage rate,FALSE
apr,"my credit card's apr, please",FALSE
apr,can you let me know my credit card's apr,FALSE
apr,what is my apr for my credit card,FALSE
apr,what is my apr,FALSE
apr,i want to know my credit card apr,FALSE
apr,is my apr for my credit card available,FALSE
apr,tell me my credit card apr,FALSE
apr,"what's the apr on my visa card, please",FALSE
apr,what's the apr on my amex card,FALSE
apr,"what's the apr on my amex card, please",FALSE
apr,"what is the apr on my amex card, please",FALSE
apr,what is the apr on my amex card,FALSE
apr,give me my credit card's apr,FALSE
apr,what is the apr for my credit card,FALSE
apr,please say my credit card's apr,FALSE
apr,what is my credit card's apr,FALSE
apr,please say the apr for my credit card,FALSE
apr,credit card annual rate,FALSE
apr,what's the annual rate on my discover card,FALSE
apr,tell me the apr of my credit card,FALSE
apr,what's the apr of my discover card,FALSE
apr,is the apr on my card that ends 1234 what it should be based on my credit score,FALSE
apr,"on my citi card, the one that ends 1234, what's the apr",FALSE
apr,has the apr on my card changed and what is it now,FALSE
apr,let me know my card's apr,FALSE
apr,can you tell me the status of my card's apr,FALSE
apr,what is the apr on my citibank card,FALSE
apr,how good is my card's apr,FALSE
apr,what is the apr on my first bank card account,FALSE
apr,what is the apr on my chase card,FALSE
apr,what is my card's apr,FALSE
apr,what is the apr on my american express,FALSE
apr,i want to know the apr on my capital one card,FALSE
apr,how does my card's apr compare to others,FALSE
apr,is my card's apr good,FALSE
apr,can you tell me how good my card's apr is,FALSE
apr,what is my card's apr and is it good,FALSE
apr,what is a good apr,FALSE
apr,is my apr high,FALSE
apr,what does my credit card charge for their annual percentage rate,FALSE
apr,do you know the apr on my chase credit card,FALSE
apr,you need to tell me my credit card's apr,FALSE
apr,now tell me my credit card's apr,FALSE
apr,i need to know the apr on my wells fargo credit card,FALSE
apr,tell me my chase credit card's apr,FALSE
apr,tell me what my wells fargo credit card apr is,FALSE
apr,what is my b of a credit card's apr,FALSE
apr,can you tell me the apr of my target credit card,FALSE
apr,what is my apr rate,FALSE
apr,is my apr rate above average,FALSE
apr,does my apr rate suck,FALSE
apr,what is my card's apr rate,FALSE
apr,is my apr rate better than most,FALSE
apr,what's my credit card's annual percentage rate,FALSE
apr,what's the annual percentage rate for my credit card,FALSE
apr,how high is the apr on my credit card,FALSE
apr,what's the apr on my credit card,FALSE
apr,how much am i paying for apr on my credit card,FALSE
apr,is my card's apr a decent rate,FALSE
apr,can you tell me my apr on my credit card,FALSE
apr,would you consider my apr to be good,FALSE
apr,what's the current apr on my credit card,FALSE
apr,what kind of credit card apr do i get,FALSE
apr,what's my apr rate,FALSE
apr,tell me my apr rate,FALSE
apr,could you share my credit card's apr,FALSE
balance,savings account balance at chase bank please,TRUE
balance,check chase bank for my checking balance,TRUE
balance,what is my checking account balance at chase,TRUE
balance,i want my checking balance at chase,TRUE
balance,what's my savings balance at chase,TRUE
balance,do i have enough money in my chime bank account to take ashley to the movies tuesday,TRUE
balance,check my visa account and see if i have enough money for dinner tonight,TRUE
balance,is tehre enough in my bluebird account for groceries this week,TRUE
balance,do i have enough in my sears account to buy a new dishwasher,TRUE
balance,is there enough money in my discover account for a new pair of jeans,TRUE
balance,what is the total of my bank accounts,TRUE
balance,what is in my bank accounts,TRUE
balance,what is the balance on my bank accounts,TRUE
balance,what is remaining in my bank acccounts,TRUE
balance,how much money is left in my bank accounts,TRUE
balance,what amount of money is in my bank accounts,TRUE
balance,what is the balance of my bank accounts,TRUE
balance,what what kind money is available in my bank accounts,TRUE
balance,what is the value of my bank accounts,TRUE
balance,how much funds do i have in my bank accounts,TRUE
balance,what's my checking account balance,TRUE
balance,how much do i have in my checking,TRUE
balance,what's the balance of my savings,TRUE
balance,how much is in savings,TRUE
balance,how much money is in my checking account,TRUE
balance,what's the amount of money accumulated in my bank accounts,TRUE
balance,what's my current bank savings,TRUE
balance,how much total cash do i have in the bank,TRUE
balance,what's my current checking balance,TRUE
balance,can you tell me my current bank accounts balance,TRUE
balance,what's the balance of my bank accounts,FALSE
balance,what is my current balance on my home equity line of credit,FALSE
balance,please find my balance on my chase mastercard,FALSE
balance,can you tell me my checking account balance,FALSE
balance,perform a search for my most recent balance on my amex account,FALSE
balance,how much is the current balance in my td bank savings account,FALSE
balance,what is my balance in checking account,FALSE
balance,how much is available in my savings account,FALSE
balance,tell me what i have in my money market account,FALSE
balance,how much money do i have in my account,FALSE
balance,how much is left of mastercard,FALSE
balance,what is the available balance in savings,FALSE
balance,what is the balance on my visa,FALSE
balance,do i have enough money in my chase account for a new refrigerator,FALSE
balance,do i have enough money in my charles schwab account to get a new baseball bat,FALSE
balance,i'd like to know my bank balance please,FALSE
balance,what's the balance on my bank account,FALSE
balance,will the money in my capital one account cover a new washing machine,FALSE
balance,could you check my bank balance for me,FALSE
balance,will the amount in my chase bank account right now cover the cost of a new dryer,FALSE
balance,i want to get a new shirt; will the money in my td ameritrade account cover it,FALSE
balance,how much do i have in the bank,FALSE
balance,what's my bank balance,FALSE
balance,what is my bank balance,FALSE
balance,is there any money left,FALSE
balance,do i have any cash left,FALSE
balance,can you tell me how much cash i have,FALSE
balance,do i have enough in my boa account for a new pair of skis,FALSE
balance,do i have enough in my chase account for new nikes,FALSE
balance,can the funds in my wells fargo account cover my lift tickets,FALSE
balance,do i have enough to cover new skis in my bank of america account,FALSE
balance,do i have enough in my chase account for a plane ticket,FALSE
balance,do you know how much i have in checking,FALSE
balance,what is my saving's account balance,FALSE
balance,what's the balance in my checking,FALSE
balance,how much do i have in savings,FALSE
balance,could you tell me what my checking account balance is,FALSE
balance,what's my total net worth in all of my bank accounts,FALSE
balance,what's my account balance,FALSE
balance,i want to view my balance,FALSE
balance,check my bank balance,FALSE
balance,how much money do i have in all of my accounts,FALSE
balance,how much money do i have in all of my accounts combined,FALSE
balance,what's my checking balance,FALSE
balance,how much money do i have total,FALSE
balance,what's the total of my bank accounts,FALSE
balance,how much money do i have in checking,FALSE
balance,i wish to know the balance of my bank of american account,FALSE
balance,what is the balance of my bank of american account,FALSE
balance,i need to know my bank balance,FALSE
balance,i wanna know the balance of my bank of american account,FALSE
balance,i'd like to know the balance of my bank of american account,FALSE
balance,i wish to know the balance of my bank of american account now,FALSE
balance,please tell me my bank balance,FALSE
balance,i wanna know my bank balance,FALSE
balance,please let me know what my current bank balance is,FALSE
balance,what is status of my bank account,FALSE
balance,what is my balance,FALSE
balance,what is the balance of my bank account,FALSE
balance,what is is the details of my bank account,FALSE
balance,is there enough money in my discover account for a vacation,FALSE
balance,is there enough money in my account for expenses,FALSE
balance,do i have enough money in my first hawaiian bank account for a vacation,FALSE
balance,is there enough money in my bank of hawaii for vacation,FALSE
balance,is there enough money in my discover account for airplane tickets,FALSE
balance,what is my savings account balance,FALSE
balance,what is my savings balance,FALSE
balance,what is my money market account balance,FALSE
balance,what is my bank balance for all accounts,FALSE
balance,tell me my payroll account balance,FALSE
balance,do i have more than $100 in my pnc account,FALSE
balance,what's my pnc balance,FALSE
balance,how much is in my pnc account,FALSE
balance,how much money do i have in my pnc account,FALSE
balance,what is the balance in my pnc account,FALSE
balance,can i get beer within my deposit account,FALSE
balance,is there enough in my savings account to get a new tv,FALSE
balance,could be there be a good amount of money in my checking account to go on a vacation,FALSE
balance,can i afford a new tv from my savings account,FALSE
balance,will i have enough to get a new roku with my savings account,FALSE
balance,do you think i have enough money in my chase account for a new pair of sneakers,FALSE
balance,i hope i have enough money in my chase account to buy new clothes,FALSE
balance,i am not sure if i have enough money in my chase account to buy a new dress,FALSE
balance,i wonder if i have enough money in my chase account for a bike,FALSE
balance,i keep trying to figure out if i have enough money in my chase account to purchase a new set of tires,FALSE
balance,please tell me how much money i have in my bank accounts,FALSE
balance,i need to know how much money i have in all of my bank accounts,FALSE
balance,how much money is in all of my bank accounts,FALSE
balance,how much money is in my bank accounts,FALSE
balance,can you tell me how much money i have i my bank accounts,FALSE
balance,what are my coffers at,FALSE
balance,tell me the current balance of my bank accounts,FALSE
balance,what's my current bank account total,FALSE
balance,how much do i have in my bank accounts,FALSE
balance,what's the balance in my bank accounts,FALSE
balance,what do i have in my bank accounts right now,FALSE
balance,is there enough in my wells fargo account to buy some nike's,FALSE
balance,do i have enough in my wells fargo account to get some nike's,FALSE
balance,do i have money in my wells fargo account for nike's,FALSE
balance,"i want some nike's, is there enough in my wells fargo account",FALSE
balance,check my wells fargo account to see if i have enough for these nike's,FALSE
balance,would you tell me my bank balance,FALSE
balance,can you tell me my bank balance,FALSE
balance,will you let me know my bank balance,FALSE
balance,will you tell me my bank balance,FALSE
balance,how much money is there in my bank accounts,FALSE
balance,how much money do i have in my various bank accounts,FALSE
balance,how much cash do i have in my various bank accounts,FALSE
balance,how much cash do i have in my bank accounts,FALSE
balance,how much dough do i have in my bank accounts,FALSE
balance,whats the combined total of the money inside my bank accounts,FALSE
balance,whats my bank accounts look like,FALSE
balance,how much moola is in my bank accounts,FALSE
balance,what the numerical number inside my bank accounts,FALSE
balance,how much does my bank account have,FALSE
bill_balance,the bill for water and electricity is how much,TRUE
bill_balance,what's my bill for water and electricity,TRUE
bill_balance,"for my water and electricity, how much is the bill",TRUE
bill_balance,how much is the bill for my water and electricity,TRUE
bill_balance,my water and electricity bill is how much,TRUE
bill_balance,what is the total amount that i owe to sony and verizon,TRUE
bill_balance,please tell me how much i owe sprint and how much i owe hsn,TRUE
bill_balance,tell me how much my verizon and comcast bill come to together,TRUE
bill_balance,how much in total do i need to pay cox and at&t,TRUE
bill_balance,please let me know how much my bills for comcast and sprint total,TRUE
bill_balance,what do my bills add up to,TRUE
bill_balance,how much do i owe in bills,TRUE
bill_balance,what's the balance on my bills,TRUE
bill_balance,read my bill balances,TRUE
bill_balance,how much are my bills,TRUE
bill_balance,find out what my water bill costs please,TRUE
bill_balance,how much is my electricity bill costing me,TRUE
bill_balance,find out the cost of my bill payments,TRUE
bill_balance,let me know the amounts i owe for my utilities and tuition bills,TRUE
bill_balance,how much money do i need to spend on bill payments,TRUE
bill_balance,can you tell me what i owe for this month's phone bill,TRUE
bill_balance,tell me the sum total of my water and electricity bills,TRUE
bill_balance,can you tell me the total cost of my bills please,TRUE
bill_balance,what is the total amount due on my electricity bill,TRUE
